Date,Close
3/10/2020 16:00:00,9.01
3/11/2020 16:00:00,8.41
3/12/2020 16:00:00,7.27
3/13/2020 16:00:00,8.7
3/16/2020 16:00:00,7.57
3/17/2020 16:00:00,6.46
3/18/2020 16:00:00,5.41
3/19/2020 16:00:00,6.55
3/20/2020 16:00:00,6.08
3/23/2020 16:00:00,6.18
3/24/2020 16:00:00,7.41
3/25/2020 16:00:00,7.16
3/26/2020 16:00:00,7.36
3/27/2020 16:00:00,6.29
3/30/2020 16:00:00,6.35
3/31/2020 16:00:00,6.91
4/1/2020 16:00:00,6.79
4/2/2020 16:00:00,7.79
4/3/2020 16:00:00,8.38
4/6/2020 16:00:00,8.8
4/7/2020 16:00:00,8.71
4/8/2020 16:00:00,9.41
4/9/2020 16:00:00,9.67
4/13/2020 16:00:00,9.71
4/14/2020 16:00:00,9.11
4/15/2020 16:00:00,8.67
4/16/2020 16:00:00,8.09
4/17/2020 16:00:00,9.22
4/20/2020 16:00:00,9.16
4/21/2020 16:00:00,9.05
4/22/2020 16:00:00,9.74
4/23/2020 16:00:00,10.57
4/24/2020 16:00:00,10.52
4/27/2020 16:00:00,10.76
4/28/2020 16:00:00,10.97
4/29/2020 16:00:00,12.63
4/30/2020 16:00:00,12.47
5/1/2020 16:00:00,11.15
5/4/2020 16:00:00,11.42
5/5/2020 16:00:00,11.18
5/6/2020 16:00:00,11.49
5/7/2020 16:00:00,12.01
5/8/2020 16:00:00,12.7
5/11/2020 16:00:00,12.46
5/12/2020 16:00:00,12.4
5/13/2020 16:00:00,11.53
5/14/2020 16:00:00,11.66
5/15/2020 16:00:00,11.95
5/18/2020 16:00:00,13.12
5/19/2020 16:00:00,12.31
5/20/2020 16:00:00,12.42
5/21/2020 16:00:00,12.29
5/22/2020 16:00:00,12.14
5/26/2020 16:00:00,12.31
5/27/2020 16:00:00,12.43
5/28/2020 16:00:00,11.66
5/29/2020 16:00:00,10.81
6/1/2020 16:00:00,11.7
6/2/2020 16:00:00,12.16
6/3/2020 16:00:00,12.52
6/4/2020 16:00:00,12.72
6/5/2020 16:00:00,14.6
6/8/2020 16:00:00,15.76
6/9/2020 16:00:00,14.55
6/10/2020 16:00:00,13.67
6/11/2020 16:00:00,12.2
6/12/2020 16:00:00,12.8
6/15/2020 16:00:00,12.89
6/16/2020 16:00:00,13.3
6/17/2020 16:00:00,12.63
6/18/2020 16:00:00,12.95
6/19/2020 16:00:00,12.94
6/22/2020 16:00:00,12.7
6/23/2020 16:00:00,12.38
6/24/2020 16:00:00,11.25
6/25/2020 16:00:00,11.7
6/26/2020 16:00:00,10.94
6/29/2020 16:00:00,11.12
6/30/2020 16:00:00,11.34
7/1/2020 16:00:00,11.1
7/2/2020 16:00:00,11.24
7/6/2020 16:00:00,11.16
7/7/2020 16:00:00,10.35
7/8/2020 16:00:00,10.36
7/9/2020 16:00:00,9.8
7/10/2020 16:00:00,10.19
7/13/2020 16:00:00,9.96
7/14/2020 16:00:00,10.43
7/15/2020 16:00:00,10.74
7/16/2020 16:00:00,10.67
7/17/2020 16:00:00,10.29
7/20/2020 16:00:00,10.27
7/21/2020 16:00:00,11.35
7/22/2020 16:00:00,11.07
7/23/2020 16:00:00,10.88
7/24/2020 16:00:00,10.7
7/27/2020 16:00:00,10.43
7/28/2020 16:00:00,10.34
7/29/2020 16:00:00,10.84
7/30/2020 16:00:00,10.34
7/31/2020 16:00:00,10.49
8/3/2020 16:00:00,10.6
8/4/2020 16:00:00,11.09
8/5/2020 16:00:00,12.04
