Date,Close
3/10/2017 16:00:00,66.57
3/13/2017 16:00:00,67.66
3/14/2017 16:00:00,67.44
3/15/2017 16:00:00,68.73
3/16/2017 16:00:00,68.55
3/17/2017 16:00:00,68.9
3/20/2017 16:00:00,68.53
3/21/2017 16:00:00,67.15
3/22/2017 16:00:00,67.57
3/23/2017 16:00:00,67.1
3/24/2017 16:00:00,65.78
3/27/2017 16:00:00,66.23
3/28/2017 16:00:00,66.29
3/29/2017 16:00:00,67.14
3/30/2017 16:00:00,66.23
3/31/2017 16:00:00,66.29
4/3/2017 16:00:00,66.23
4/4/2017 16:00:00,65.81
4/5/2017 16:00:00,65.09
4/6/2017 16:00:00,65.07
4/7/2017 16:00:00,65.57
4/10/2017 16:00:00,65.35
4/11/2017 16:00:00,65.63
4/12/2017 16:00:00,65.13
4/13/2017 16:00:00,64.68
4/17/2017 16:00:00,65.19
4/18/2017 16:00:00,64.15
4/19/2017 16:00:00,63.49
4/20/2017 16:00:00,64.1
4/21/2017 16:00:00,65.23
4/24/2017 16:00:00,66.82
4/25/2017 16:00:00,65.83
4/26/2017 16:00:00,64.9
4/27/2017 16:00:00,65.32
4/28/2017 16:00:00,64.61
5/1/2017 16:00:00,64.36
5/2/2017 16:00:00,64.49
5/3/2017 16:00:00,64.9
5/4/2017 16:00:00,64.37
5/5/2017 16:00:00,65.34
5/8/2017 16:00:00,66.11
5/9/2017 16:00:00,66.63
5/10/2017 16:00:00,66.68
5/11/2017 16:00:00,66.35
5/12/2017 16:00:00,66.42
5/15/2017 16:00:00,65.55
5/16/2017 16:00:00,64.54
5/17/2017 16:00:00,63.8
5/18/2017 16:00:00,63.54
5/19/2017 16:00:00,63.87
5/22/2017 16:00:00,63.84
5/23/2017 16:00:00,64.12
5/24/2017 16:00:00,63.81
5/25/2017 16:00:00,63.19
5/26/2017 16:00:00,62.45
5/30/2017 16:00:00,62.09
5/31/2017 16:00:00,61.47
6/1/2017 16:00:00,62.12
6/2/2017 16:00:00,62.1
6/5/2017 16:00:00,62.4
6/6/2017 16:00:00,62.29
6/7/2017 16:00:00,62.3
6/8/2017 16:00:00,63.18
6/9/2017 16:00:00,65.26
6/12/2017 16:00:00,65.92
6/13/2017 16:00:00,66.53
6/14/2017 16:00:00,64.75
6/15/2017 16:00:00,64.69
6/16/2017 16:00:00,65.8
6/19/2017 16:00:00,66.61
6/20/2017 16:00:00,65.65
6/21/2017 16:00:00,64.68
6/22/2017 16:00:00,64.82
6/23/2017 16:00:00,65.98
6/26/2017 16:00:00,66.04
6/27/2017 16:00:00,66.81
6/28/2017 16:00:00,67.47
6/29/2017 16:00:00,67.09
6/30/2017 16:00:00,67.46
7/3/2017 16:00:00,68.02
7/5/2017 16:00:00,67.07
7/6/2017 16:00:00,66.46
