BRK
340040.0
343900.0
342270.06
343720.0
332800.0
328200.0
325115.0
312501.0
310000.0
327255.0
314184.0
326380.0
315500.0
309555.16
290580.0
303681.0
292709.0
266800.0
294576.0
268000.0
280619.12
258927.0
261690.0
254600.0
242000.0
267090.0
269409.75
276095.0
269350.0
275052.5
274010.0
264000.0
269905.0
267551.1
277260.0
277820.0
286400.0
290595.0
283000.0
289212.0
283250.0
281640.0
286865.0
282531.0
275510.0
280179.6
279185.0
279460.0
281032.0
280660.0
283800.0
280891.0
274152.0
267400.0
264500.0
259233.84
260600.0
265160.0
262215.0
260000.0
256070.0
256160.02
253905.0
263205.0
258700.0
264100.0
262490.0
262740.0
270220.0
278650.0
277994.0
278040.0
275800.0
278850.0
286368.0
288000.0
301000.0
302431.0
294000.0
287200.0
267200.0
268543.12
272000.0
273659.0
271300.03
271660.0
270405.0
271059.0
272350.0
266340.0
268236.0
263754.5
265395.0
267770.0
266910.0
268170.0
274050.0
271447.25
272169.5
268947.0
274400.0
276268.0
285000.0
285990.0
286410.0
286253.0
285980.0
288201.0
288130.0
289813.0
291869.62
288212.0
291031.0
294500.0
291362.0
293656.0
298775.88
300330.0
305620.0
307622.0
314000.0
