,107
0,1.0168179308768095
1,1.1139085741882258
2,1.20808513024898
3,1.0680718615293276
4,1.2222723158098696
5,1.1396653127723773
6,1.280532749831889
7,1.1922828303384885
8,1.0294898811026132
9,1.2402702797652003
10,1.1551102427528948
11,1.2801276731208255
12,1.1330141524318347
13,1.2439755427020525
14,1.065255820301799
15,1.185693309845106
16,1.0880976704312382
17,1.1720542895511503
18,1.0788495334701333
19,1.1945743271992524
20,1.053298114254099
21,1.1586796977804181
22,1.2410148319420933
23,1.0775365728911879
24,1.0949281009315215
25,0.9985658935456637
26,1.130032465526052
27,1.046861406116153
28,1.0205983007199382
29,1.2393200622301428
30,1.1799130643427678
31,1.0806767750798814
32,1.1303308061054425
33,1.1915340140749744
34,1.1219424170280146
35,1.2983940358497479
36,1.0699567586114596
37,1.1575374836844363
38,1.0532952811060383
39,1.0855213491005007
40,1.0965559746111473
41,1.2424585608409213
42,1.3004060253411316
43,1.1349706418971255
44,1.0955220826171501
45,1.1343616980813944
46,1.1509674409310156
47,1.15369432191678
48,1.2295429784809986
49,1.4404922170342132
50,0.948956762041597
51,1.103198837305018
52,1.1277933721321074
53,1.2025827612923463
54,1.043145293922323
55,1.4324408078628326
56,1.1393501657741871
57,1.1613442761498618
58,1.2261066893674186
59,1.066992892007318
60,1.0321622010594844
61,1.1148019558840128
62,1.1888980887433043
63,1.05863201898984
64,1.0753510482405078
65,1.271000952243521
66,1.0208257672825158
67,1.0578948468532736
68,1.0244828497869927
69,1.0824401279210092
70,1.2624404211147229
71,1.2766466978460433
72,1.2336925050644802
73,1.1228330277203513
74,0.9267938165440808
75,0.9550927201687837
76,1.2192648277525469
77,1.2408562718931957
78,0.9601474094505428
79,0.994392674635914
80,1.014907606345795
81,1.1434336360770165
82,1.0880590309323428
83,0.9647611899447323
84,1.177802970793452
85,1.1011299865583553
86,1.0386529961771258
87,1.1702858542805175
88,1.1255809246393922
89,1.1363430988218495
90,1.1409791492049122
91,1.0473619598572461
92,1.1386878165053034
93,1.047011736306055
94,1.2535006031804494
95,1.0997404290319297
96,1.0293877928688338
97,1.1906998210405284
98,1.1313923754527528
99,1.0210588555629185
100,1.2625470260662526
101,1.0360549851250769
102,1.2448175159897326
103,1.0500346229729534
104,1.2725827253986233
105,1.1868553860571724
106,1.1185617079441674
107,1.0478707276161887
108,1.1424322999068621
109,1.1217657332856126
110,1.319740667857298
111,1.1824540289887744
112,1.2795967283987943
113,0.9751064028271537
114,1.1489166295011626
115,1.0211923959998814
116,1.0676779692019203
117,1.1356565463450852
118,1.345179770066067
119,1.1888170038608394
120,1.1694915010327676
121,1.1447732049312416
122,0.9379566066032125
123,1.080559971942267
124,1.2031358828257526
125,1.1964186863802757
126,1.0328087686249783
