Date,Close
3/10/2017 16:00:00,78.69
3/13/2017 16:00:00,78.59
3/14/2017 16:00:00,78.38
3/15/2017 16:00:00,80.25
3/16/2017 16:00:00,79.65
3/17/2017 16:00:00,79.55
3/20/2017 16:00:00,78.92
3/21/2017 16:00:00,78.69
3/22/2017 16:00:00,78.38
3/23/2017 16:00:00,77.67
3/24/2017 16:00:00,76.96
3/27/2017 16:00:00,77.02
3/28/2017 16:00:00,78.31
3/29/2017 16:00:00,78.67
3/30/2017 16:00:00,77.84
3/31/2017 16:00:00,78.1
4/3/2017 16:00:00,77.7
4/4/2017 16:00:00,78.21
4/5/2017 16:00:00,78.3
4/6/2017 16:00:00,78.62
4/7/2017 16:00:00,78.33
4/10/2017 16:00:00,78.71
4/11/2017 16:00:00,79.65
4/12/2017 16:00:00,79.57
4/13/2017 16:00:00,78.15
4/17/2017 16:00:00,78.24
4/18/2017 16:00:00,77.93
4/19/2017 16:00:00,76.48
4/20/2017 16:00:00,76.51
4/21/2017 16:00:00,74.84
4/24/2017 16:00:00,74.1
4/25/2017 16:00:00,74.09
4/26/2017 16:00:00,74.11
4/27/2017 16:00:00,72.84
4/28/2017 16:00:00,72.59
5/1/2017 16:00:00,72.3
5/2/2017 16:00:00,71.45
5/3/2017 16:00:00,71.53
5/4/2017 16:00:00,70.94
5/5/2017 16:00:00,71.97
5/8/2017 16:00:00,72.22
5/9/2017 16:00:00,72.28
5/10/2017 16:00:00,72.67
5/11/2017 16:00:00,71.78
5/12/2017 16:00:00,71.02
5/15/2017 16:00:00,72
5/16/2017 16:00:00,71.37
5/17/2017 16:00:00,70.99
5/18/2017 16:00:00,71.43
5/19/2017 16:00:00,71.75
5/22/2017 16:00:00,71.89
5/23/2017 16:00:00,72.09
5/24/2017 16:00:00,71.36
5/25/2017 16:00:00,69.39
5/26/2017 16:00:00,70.09
5/30/2017 16:00:00,68.74
5/31/2017 16:00:00,69.59
6/1/2017 16:00:00,69.78
6/2/2017 16:00:00,68.96
6/5/2017 16:00:00,69.27
6/6/2017 16:00:00,69.97
6/7/2017 16:00:00,68.67
6/8/2017 16:00:00,68.31
6/9/2017 16:00:00,69.68
6/12/2017 16:00:00,69.31
6/13/2017 16:00:00,69.35
6/14/2017 16:00:00,68.18
6/15/2017 16:00:00,67.33
6/16/2017 16:00:00,68.58
6/19/2017 16:00:00,68.1
6/20/2017 16:00:00,66.75
6/21/2017 16:00:00,65.47
6/22/2017 16:00:00,65.37
6/23/2017 16:00:00,65.93
6/26/2017 16:00:00,65.89
6/27/2017 16:00:00,65.36
6/28/2017 16:00:00,65.25
6/29/2017 16:00:00,65.38
6/30/2017 16:00:00,65.84
7/3/2017 16:00:00,66.97
7/5/2017 16:00:00,65.74
7/6/2017 16:00:00,65.13
7/7/2017 16:00:00,65.08
7/10/2017 16:00:00,65.35
7/11/2017 16:00:00,65.79
7/12/2017 16:00:00,65.58
7/13/2017 16:00:00,66.49
7/14/2017 16:00:00,66.85
7/17/2017 16:00:00,66.83
7/18/2017 16:00:00,66.18
7/19/2017 16:00:00,67.44
7/20/2017 16:00:00,67.02
7/21/2017 16:00:00,66.53
7/24/2017 16:00:00,66.42
7/25/2017 16:00:00,67.01
7/26/2017 16:00:00,66.99
7/27/2017 16:00:00,67.78
7/28/2017 16:00:00,68.46
7/31/2017 16:00:00,68.6
8/1/2017 16:00:00,69.01
8/2/2017 16:00:00,69.13
8/3/2017 16:00:00,68.22
8/4/2017 16:00:00,67.54
8/7/2017 16:00:00,66.55
8/8/2017 16:00:00,65.49
8/9/2017 16:00:00,65.49
8/10/2017 16:00:00,64.4
8/11/2017 16:00:00,63.83
8/14/2017 16:00:00,63.95
8/15/2017 16:00:00,63.44
8/16/2017 16:00:00,63.71
8/17/2017 16:00:00,63.03
8/18/2017 16:00:00,63.32
8/21/2017 16:00:00,63
8/22/2017 16:00:00,63.35
8/23/2017 16:00:00,63.19
8/24/2017 16:00:00,62.88
8/25/2017 16:00:00,63.88
8/28/2017 16:00:00,63.45
8/29/2017 16:00:00,63.5
8/30/2017 16:00:00,63.39
8/31/2017 16:00:00,63.51
9/1/2017 16:00:00,63.35
9/5/2017 16:00:00,65.1
9/6/2017 16:00:00,65.72
9/7/2017 16:00:00,65.87
9/8/2017 16:00:00,64.86
9/11/2017 16:00:00,65.77
9/12/2017 16:00:00,66.43
9/13/2017 16:00:00,66.92
9/14/2017 16:00:00,67.7
9/15/2017 16:00:00,67.24
9/18/2017 16:00:00,67.87
9/19/2017 16:00:00,67.89
9/20/2017 16:00:00,67.62
9/21/2017 16:00:00,68.09
